fcustomerid,county,Date,Year,Month,Week,Hour,Holiday,KWH_A
4,台北市,109/12/07,2020,12,一,5,N,0.04805
4,台北市,109/12/07,2020,12,一,6,N,0.11213
4,台北市,109/12/07,2020,12,一,7,N,0.12203
4,台北市,109/12/07,2020,12,一,8,N,0.07703
4,台北市,109/12/07,2020,12,一,9,N,0.04548
4,台北市,109/12/07,2020,12,一,10,N,0.08463
4,台北市,109/12/07,2020,12,一,11,N,0.06055
4,台北市,109/12/07,2020,12,一,12,N,0.10543
4,台北市,109/12/07,2020,12,一,13,N,0.06258
4,台北市,109/12/07,2020,12,一,14,N,0.09253
4,台北市,109/12/07,2020,12,一,15,N,0.05708
4,台北市,109/12/07,2020,12,一,16,N,0.10333
4,台北市,109/12/07,2020,12,一,17,N,0.102
4,台北市,109/12/07,2020,12,一,18,N,0.08353
4,台北市,109/12/07,2020,12,一,19,N,0.13835
4,台北市,109/12/07,2020,12,一,20,N,0.12465
4,台北市,109/12/07,2020,12,一,21,N,0.18413
4,台北市,109/12/07,2020,12,一,22,N,0.72093
4,台北市,109/12/07,2020,12,一,23,N,0.15565
4,台北市,109/12/08,2020,12,二,0,N,0.0876
4,台北市,109/12/08,2020,12,二,1,N,0.07243
4,台北市,109/12/08,2020,12,二,2,N,0.07315
4,台北市,109/12/08,2020,12,二,3,N,0.04313
4,台北市,109/12/08,2020,12,二,4,N,0.0718
4,台北市,109/12/08,2020,12,二,5,N,0.04418
4,台北市,109/12/08,2020,12,二,6,N,0.08283
4,台北市,109/12/08,2020,12,二,7,N,0.0867
4,台北市,109/12/08,2020,12,二,8,N,0.09588
4,台北市,109/12/08,2020,12,二,9,N,0.05858
4,台北市,109/12/08,2020,12,二,10,N,0.11893
4,台北市,109/12/08,2020,12,二,11,N,0.1013
4,台北市,109/12/08,2020,12,二,12,N,0.10538
4,台北市,109/12/08,2020,12,二,13,N,0.05438
4,台北市,109/12/08,2020,12,二,14,N,0.07703
4,台北市,109/12/08,2020,12,二,15,N,0.04443
4,台北市,109/12/08,2020,12,二,16,N,0.04313
4,台北市,109/12/08,2020,12,二,17,N,0.08105
