fcustomerid,county,Date,Year,Month,Week,Hour,Holiday,KWH_A
32,新北市,109/12/16,2020,12,三,8,N,0.10775
32,新北市,109/12/16,2020,12,三,9,N,0.15273
32,新北市,109/12/16,2020,12,三,10,N,0.0773
32,新北市,109/12/16,2020,12,三,11,N,0.14918
32,新北市,109/12/16,2020,12,三,12,N,0.13015
32,新北市,109/12/16,2020,12,三,13,N,0.07775
32,新北市,109/12/16,2020,12,三,14,N,0.06745
32,新北市,109/12/16,2020,12,三,15,N,0.0544
32,新北市,109/12/16,2020,12,三,16,N,0.05205
32,新北市,109/12/16,2020,12,三,17,N,0.10563
32,新北市,109/12/16,2020,12,三,18,N,0.09843
32,新北市,109/12/16,2020,12,三,19,N,0.1972
32,新北市,109/12/16,2020,12,三,20,N,0.2245
32,新北市,109/12/16,2020,12,三,21,N,0.14463
32,新北市,109/12/16,2020,12,三,22,N,0.16313
32,新北市,109/12/16,2020,12,三,23,N,0.09135
32,新北市,109/12/17,2020,12,四,0,N,0.07968
32,新北市,109/12/17,2020,12,四,1,N,0.10955
32,新北市,109/12/17,2020,12,四,2,N,0.1312
32,新北市,109/12/17,2020,12,四,3,N,0.11605
32,新北市,109/12/17,2020,12,四,4,N,0.1767
32,新北市,109/12/17,2020,12,四,5,N,0.12088
32,新北市,109/12/17,2020,12,四,6,N,0.1242
32,新北市,109/12/17,2020,12,四,7,N,0.11038
32,新北市,109/12/17,2020,12,四,8,N,0.08403
32,新北市,109/12/17,2020,12,四,9,N,0.09663
32,新北市,109/12/17,2020,12,四,10,N,0.07125
32,新北市,109/12/17,2020,12,四,11,N,0.0641
32,新北市,109/12/17,2020,12,四,12,N,0.05665
32,新北市,109/12/17,2020,12,四,13,N,0.05598
32,新北市,109/12/17,2020,12,四,14,N,0.06258
32,新北市,109/12/17,2020,12,四,15,N,0.08945
32,新北市,109/12/17,2020,12,四,16,N,0.08215
32,新北市,109/12/17,2020,12,四,17,N,0.0722
32,新北市,109/12/17,2020,12,四,18,N,0.07198
32,新北市,109/12/17,2020,12,四,19,N,0.0788
32,新北市,109/12/17,2020,12,四,20,N,0.08323
32,新北市,109/12/17,2020,12,四,21,N,0.12758
32,新北市,109/12/17,2020,12,四,22,N,0.10033
32,新北市,109/12/17,2020,12,四,23,N,0.081
32,新北市,109/12/18,2020,12,五,0,N,0.10968
32,新北市,109/12/18,2020,12,五,1,N,0.22753
32,新北市,109/12/18,2020,12,五,2,N,0.14265
32,新北市,109/12/18,2020,12,五,3,N,0.1438
32,新北市,109/12/18,2020,12,五,4,N,0.08345
32,新北市,109/12/18,2020,12,五,5,N,0.0655
32,新北市,109/12/18,2020,12,五,6,N,0.07893
32,新北市,109/12/18,2020,12,五,7,N,0.10238
32,新北市,109/12/18,2020,12,五,8,N,0.12443
32,新北市,109/12/18,2020,12,五,11,N,0.09125
32,新北市,109/12/18,2020,12,五,12,N,0.05463
32,新北市,109/12/18,2020,12,五,13,N,0.06835
32,新北市,109/12/18,2020,12,五,14,N,0.05705
32,新北市,109/12/18,2020,12,五,15,N,0.05903
32,新北市,109/12/18,2020,12,五,16,N,0.0703
32,新北市,109/12/18,2020,12,五,17,N,0.05068
32,新北市,109/12/18,2020,12,五,18,N,0.08745
32,新北市,109/12/18,2020,12,五,19,N,0.27483
32,新北市,109/12/18,2020,12,五,20,N,0.16235
32,新北市,109/12/18,2020,12,五,21,N,0.15268
32,新北市,109/12/18,2020,12,五,22,N,0.10678
32,新北市,109/12/18,2020,12,五,23,N,0.09553
32,新北市,109/12/19,2020,12,六,0,Y,0.08598
32,新北市,109/12/19,2020,12,六,1,Y,0.1139
32,新北市,109/12/19,2020,12,六,2,Y,0.09525
32,新北市,109/12/19,2020,12,六,3,Y,0.19305
32,新北市,109/12/19,2020,12,六,4,Y,0.18698
32,新北市,109/12/19,2020,12,六,5,Y,0.28378
32,新北市,109/12/19,2020,12,六,6,Y,0.11988
32,新北市,109/12/19,2020,12,六,7,Y,0.08523
32,新北市,109/12/19,2020,12,六,8,Y,0.06665
32,新北市,109/12/19,2020,12,六,9,Y,0.09008
32,新北市,109/12/19,2020,12,六,10,Y,0.0718
32,新北市,109/12/19,2020,12,六,11,Y,0.05253
32,新北市,109/12/19,2020,12,六,12,Y,0.05568
32,新北市,109/12/19,2020,12,六,13,Y,0.0708
32,新北市,109/12/19,2020,12,六,14,Y,0.074
32,新北市,109/12/19,2020,12,六,15,Y,0.08035
32,新北市,109/12/19,2020,12,六,16,Y,0.09275
32,新北市,109/12/19,2020,12,六,17,Y,0.08145
32,新北市,109/12/19,2020,12,六,18,Y,0.05585
32,新北市,109/12/19,2020,12,六,19,Y,0.0674
32,新北市,109/12/19,2020,12,六,20,Y,0.05078
32,新北市,109/12/19,2020,12,六,21,Y,0.05828
32,新北市,109/12/19,2020,12,六,22,Y,0.06298
32,新北市,109/12/19,2020,12,六,23,Y,0.05015
32,新北市,109/12/20,2020,12,日,0,Y,0.05883
32,新北市,109/12/20,2020,12,日,1,Y,0.09828
32,新北市,109/12/20,2020,12,日,2,Y,0.09368
32,新北市,109/12/20,2020,12,日,3,Y,0.20665
32,新北市,109/12/20,2020,12,日,4,Y,0.2114
32,新北市,109/12/20,2020,12,日,5,Y,0.1745
32,新北市,109/12/20,2020,12,日,6,Y,0.1804
32,新北市,109/12/20,2020,12,日,7,Y,0.18673
32,新北市,109/12/20,2020,12,日,8,Y,0.17563
32,新北市,109/12/20,2020,12,日,9,Y,0.16615
32,新北市,109/12/20,2020,12,日,10,Y,0.1225
32,新北市,109/12/20,2020,12,日,11,Y,0.0757
32,新北市,109/12/20,2020,12,日,12,Y,0.05378
32,新北市,109/12/20,2020,12,日,13,Y,0.1226
32,新北市,109/12/20,2020,12,日,14,Y,0.07343
32,新北市,109/12/20,2020,12,日,15,Y,0.06668
32,新北市,109/12/20,2020,12,日,16,Y,0.0714
32,新北市,109/12/20,2020,12,日,17,Y,0.05615
32,新北市,109/12/20,2020,12,日,18,Y,0.05733
32,新北市,109/12/20,2020,12,日,19,Y,0.14375
32,新北市,109/12/20,2020,12,日,20,Y,0.1167
32,新北市,109/12/20,2020,12,日,21,Y,0.07358
32,新北市,109/12/20,2020,12,日,22,Y,0.074
32,新北市,109/12/20,2020,12,日,23,Y,0.09485
32,新北市,109/12/21,2020,12,一,0,N,0.23895
32,新北市,109/12/21,2020,12,一,1,N,0.27338
32,新北市,109/12/21,2020,12,一,2,N,0.22835
32,新北市,109/12/21,2020,12,一,3,N,0.521
32,新北市,109/12/21,2020,12,一,4,N,0.23083
32,新北市,109/12/21,2020,12,一,5,N,0.13785
32,新北市,109/12/21,2020,12,一,6,N,0.2725
32,新北市,109/12/21,2020,12,一,7,N,0.31363
32,新北市,109/12/21,2020,12,一,8,N,0.20168
32,新北市,109/12/21,2020,12,一,9,N,0.2312
32,新北市,109/12/21,2020,12,一,10,N,0.3812
32,新北市,109/12/21,2020,12,一,11,N,0.15098
32,新北市,109/12/21,2020,12,一,12,N,0.08413
32,新北市,109/12/21,2020,12,一,13,N,0.07715
32,新北市,109/12/21,2020,12,一,14,N,0.1047
32,新北市,109/12/21,2020,12,一,15,N,0.09625
32,新北市,109/12/21,2020,12,一,16,N,0.08527
32,新北市,109/12/21,2020,12,一,19,N,0.0473
32,新北市,109/12/21,2020,12,一,20,N,0.23338
32,新北市,109/12/21,2020,12,一,21,N,0.17068
32,新北市,109/12/21,2020,12,一,22,N,0.18143
32,新北市,109/12/21,2020,12,一,23,N,0.10648
32,新北市,109/12/22,2020,12,二,0,N,0.08363
32,新北市,109/12/22,2020,12,二,1,N,0.08803
32,新北市,109/12/22,2020,12,二,2,N,0.11293
32,新北市,109/12/22,2020,12,二,3,N,0.2419
32,新北市,109/12/22,2020,12,二,4,N,0.14743
32,新北市,109/12/22,2020,12,二,5,N,0.14545
32,新北市,109/12/22,2020,12,二,6,N,0.16535
32,新北市,109/12/22,2020,12,二,7,N,0.08655
32,新北市,109/12/22,2020,12,二,8,N,0.06558
32,新北市,109/12/22,2020,12,二,9,N,0.08445
32,新北市,109/12/22,2020,12,二,10,N,0.22243
32,新北市,109/12/22,2020,12,二,11,N,0.21035
32,新北市,109/12/22,2020,12,二,12,N,0.23375
32,新北市,109/12/22,2020,12,二,13,N,0.06608
32,新北市,109/12/22,2020,12,二,14,N,0.0536
32,新北市,109/12/22,2020,12,二,15,N,0.07305
32,新北市,109/12/22,2020,12,二,16,N,0.04825
32,新北市,109/12/22,2020,12,二,17,N,0.07208
32,新北市,109/12/22,2020,12,二,18,N,0.0749
32,新北市,109/12/22,2020,12,二,19,N,0.22043
32,新北市,109/12/22,2020,12,二,20,N,0.1972
32,新北市,109/12/22,2020,12,二,21,N,0.0802
32,新北市,109/12/22,2020,12,二,22,N,0.07498
32,新北市,109/12/22,2020,12,二,23,N,0.0923
32,新北市,109/12/23,2020,12,三,0,N,0.13938
32,新北市,109/12/23,2020,12,三,1,N,0.1201
32,新北市,109/12/23,2020,12,三,2,N,0.1634
32,新北市,109/12/23,2020,12,三,3,N,0.1408
32,新北市,109/12/23,2020,12,三,4,N,0.10538
32,新北市,109/12/23,2020,12,三,5,N,0.14293
32,新北市,109/12/23,2020,12,三,6,N,0.2583
32,新北市,109/12/23,2020,12,三,7,N,0.52728
32,新北市,109/12/23,2020,12,三,8,N,0.30313
