fcustomerid,county,Date,Year,Month,Week,Hour,Holiday,KWH_A
41,新北市,109/07/13,2020,7,一,10,N,0.006
41,新北市,109/07/13,2020,7,一,11,N,0.00618
41,新北市,109/07/13,2020,7,一,12,N,0.00613
41,新北市,109/07/13,2020,7,一,13,N,0.00795
41,新北市,109/07/13,2020,7,一,14,N,0.0124
41,新北市,109/08/14,2020,8,五,15,N,0.006
41,新北市,109/08/14,2020,8,五,16,N,0.00603
41,新北市,109/08/14,2020,8,五,17,N,0.00605
41,新北市,109/08/14,2020,8,五,18,N,0.0061
41,新北市,109/08/14,2020,8,五,19,N,0.006
41,新北市,109/08/14,2020,8,五,20,N,0.0097
41,新北市,109/08/14,2020,8,五,21,N,0.1069
41,新北市,109/08/14,2020,8,五,22,N,0.53598
41,新北市,109/08/14,2020,8,五,23,N,0.51843
41,新北市,109/08/15,2020,8,六,0,Y,0.50623
41,新北市,109/08/15,2020,8,六,1,Y,0.48528
41,新北市,109/08/15,2020,8,六,2,Y,0.49145
41,新北市,109/08/15,2020,8,六,3,Y,0.47883
41,新北市,109/08/15,2020,8,六,4,Y,0.4636
41,新北市,109/08/15,2020,8,六,5,Y,0.4625
41,新北市,109/08/15,2020,8,六,6,Y,0.36238
41,新北市,109/08/15,2020,8,六,7,Y,0.3519
41,新北市,109/08/15,2020,8,六,8,Y,0.36543
41,新北市,109/08/15,2020,8,六,9,Y,0.02335
41,新北市,109/08/15,2020,8,六,10,Y,0.02148
41,新北市,109/08/15,2020,8,六,11,Y,0.00655
41,新北市,109/08/15,2020,8,六,12,Y,0.11885
41,新北市,109/08/15,2020,8,六,13,Y,0.36868
41,新北市,109/08/15,2020,8,六,14,Y,0.27318
41,新北市,109/08/15,2020,8,六,15,Y,0.0111
41,新北市,109/08/15,2020,8,六,16,Y,0.01007
41,新北市,109/08/15,2020,8,六,17,Y,0.01318
41,新北市,109/08/15,2020,8,六,19,Y,0.42333
41,新北市,109/08/15,2020,8,六,20,Y,0.13398
41,新北市,109/08/15,2020,8,六,21,Y,0.0358
41,新北市,109/08/15,2020,8,六,22,Y,0.19945
41,新北市,109/08/15,2020,8,六,23,Y,0.52918
41,新北市,109/08/16,2020,8,日,0,Y,0.50933
41,新北市,109/08/16,2020,8,日,1,Y,0.50325
41,新北市,109/08/16,2020,8,日,2,Y,0.49008
41,新北市,109/08/16,2020,8,日,3,Y,0.47883
41,新北市,109/08/16,2020,8,日,4,Y,0.4755
41,新北市,109/08/16,2020,8,日,5,Y,0.47615
41,新北市,109/08/16,2020,8,日,6,Y,0.4466
41,新北市,109/08/16,2020,8,日,7,Y,0.4537
41,新北市,109/08/16,2020,8,日,8,Y,0.33328
41,新北市,109/08/16,2020,8,日,9,Y,0.20248
41,新北市,109/08/16,2020,8,日,10,Y,0.00973
41,新北市,109/08/16,2020,8,日,11,Y,0.33235
41,新北市,109/08/16,2020,8,日,12,Y,0.3886
41,新北市,109/08/16,2020,8,日,13,Y,0.08713
41,新北市,109/08/16,2020,8,日,14,Y,0.0122
41,新北市,109/08/16,2020,8,日,15,Y,0.01363
41,新北市,109/08/16,2020,8,日,16,Y,0.06733
41,新北市,109/08/16,2020,8,日,17,Y,0.35478
41,新北市,109/08/16,2020,8,日,18,Y,0.1338
41,新北市,109/08/16,2020,8,日,19,Y,0.02623
41,新北市,109/08/16,2020,8,日,20,Y,0.0817
41,新北市,109/08/16,2020,8,日,21,Y,0.1847
41,新北市,109/08/16,2020,8,日,22,Y,0.54003
41,新北市,109/08/16,2020,8,日,23,Y,0.53598
41,新北市,109/08/17,2020,8,一,0,N,0.5259
41,新北市,109/08/17,2020,8,一,1,N,0.51188
41,新北市,109/08/17,2020,8,一,2,N,0.49978
41,新北市,109/08/17,2020,8,一,3,N,0.49375
41,新北市,109/08/17,2020,8,一,4,N,0.47953
41,新北市,109/08/17,2020,8,一,5,N,0.47068
41,新北市,109/08/17,2020,8,一,6,N,0.36473
41,新北市,109/08/17,2020,8,一,7,N,0.37995
41,新北市,109/08/17,2020,8,一,8,N,0.17363
41,新北市,109/08/17,2020,8,一,9,N,0.01243
41,新北市,109/08/17,2020,8,一,10,N,0.00653
41,新北市,109/08/17,2020,8,一,11,N,0.00728
41,新北市,109/08/17,2020,8,一,12,N,0.00983
41,新北市,109/08/17,2020,8,一,13,N,0.00608
41,新北市,109/08/17,2020,8,一,14,N,0.00608
41,新北市,109/08/17,2020,8,一,15,N,0.0061
41,新北市,109/08/17,2020,8,一,16,N,0.0061
41,新北市,109/08/17,2020,8,一,17,N,0.0063
41,新北市,109/08/17,2020,8,一,18,N,0.0079
41,新北市,109/08/17,2020,8,一,19,N,0.02545
41,新北市,109/08/17,2020,8,一,20,N,0.01255
41,新北市,109/08/17,2020,8,一,21,N,0.01725
41,新北市,109/08/17,2020,8,一,22,N,0.49453
41,新北市,109/08/17,2020,8,一,23,N,0.5181
41,新北市,109/08/18,2020,8,二,0,N,0.51103
41,新北市,109/08/18,2020,8,二,1,N,0.52148
41,新北市,109/08/18,2020,8,二,2,N,0.50635
41,新北市,109/08/18,2020,8,二,3,N,0.4535
41,新北市,109/08/18,2020,8,二,4,N,0.35588
41,新北市,109/08/18,2020,8,二,5,N,0.3554
41,新北市,109/08/18,2020,8,二,6,N,0.35773
41,新北市,109/08/18,2020,8,二,7,N,0.35618
41,新北市,109/08/18,2020,8,二,8,N,0.34213
41,新北市,109/08/18,2020,8,二,9,N,0.0078
41,新北市,109/08/18,2020,8,二,10,N,0.00613
41,新北市,109/08/18,2020,8,二,11,N,0.0061
41,新北市,109/08/18,2020,8,二,12,N,0.00618
41,新北市,109/08/18,2020,8,二,13,N,0.00608
41,新北市,109/08/18,2020,8,二,14,N,0.00653
41,新北市,109/08/18,2020,8,二,15,N,0.00718
41,新北市,109/08/18,2020,8,二,16,N,0.0061
41,新北市,109/08/18,2020,8,二,17,N,0.0062
41,新北市,109/08/18,2020,8,二,18,N,0.01183
41,新北市,109/08/18,2020,8,二,19,N,0.03275
41,新北市,109/08/18,2020,8,二,20,N,0.0135
41,新北市,109/08/18,2020,8,二,21,N,0.01318
41,新北市,109/08/18,2020,8,二,22,N,0.51193
41,新北市,109/08/18,2020,8,二,23,N,0.52705
41,新北市,109/08/19,2020,8,三,0,N,0.51888
41,新北市,109/08/19,2020,8,三,1,N,0.5102
41,新北市,109/08/19,2020,8,三,2,N,0.51203
41,新北市,109/08/19,2020,8,三,3,N,0.42448
41,新北市,109/08/19,2020,8,三,4,N,0.35773
41,新北市,109/08/19,2020,8,三,5,N,0.35353
41,新北市,109/08/19,2020,8,三,6,N,0.35495
41,新北市,109/08/19,2020,8,三,7,N,0.357
41,新北市,109/08/19,2020,8,三,8,N,0.36405
41,新北市,109/08/19,2020,8,三,9,N,0.02313
41,新北市,109/08/19,2020,8,三,10,N,0.00913
41,新北市,109/08/19,2020,8,三,11,N,0.0082
41,新北市,109/08/19,2020,8,三,12,N,0.00615
41,新北市,109/08/19,2020,8,三,13,N,0.00638
41,新北市,109/08/19,2020,8,三,14,N,0.00615
41,新北市,109/08/19,2020,8,三,15,N,0.00605
41,新北市,109/08/19,2020,8,三,16,N,0.00615
41,新北市,109/08/19,2020,8,三,17,N,0.00718
41,新北市,109/08/19,2020,8,三,18,N,0.00613
41,新北市,109/08/19,2020,8,三,19,N,0.03613
41,新北市,109/08/19,2020,8,三,20,N,0.01208
41,新北市,109/08/19,2020,8,三,21,N,0.01223
41,新北市,109/08/19,2020,8,三,22,N,0.50898
41,新北市,109/08/19,2020,8,三,23,N,0.52003
41,新北市,109/08/20,2020,8,四,0,N,0.51623
41,新北市,109/08/20,2020,8,四,1,N,0.50695
41,新北市,109/08/20,2020,8,四,2,N,0.50453
41,新北市,109/08/20,2020,8,四,3,N,0.4504
41,新北市,109/08/20,2020,8,四,4,N,0.3543
41,新北市,109/08/20,2020,8,四,5,N,0.35035
41,新北市,109/08/20,2020,8,四,6,N,0.34948
41,新北市,109/08/20,2020,8,四,7,N,0.36285
41,新北市,109/08/20,2020,8,四,8,N,0.3733
41,新北市,109/08/20,2020,8,四,9,N,0.03333
41,新北市,109/08/20,2020,8,四,10,N,0.00908
41,新北市,109/08/20,2020,8,四,11,N,0.0076
41,新北市,109/08/20,2020,8,四,12,N,0.00605
41,新北市,109/08/20,2020,8,四,13,N,0.00593
41,新北市,109/08/20,2020,8,四,14,N,0.00625
41,新北市,109/08/20,2020,8,四,15,N,0.00605
41,新北市,109/08/20,2020,8,四,16,N,0.00663
41,新北市,109/08/20,2020,8,四,17,N,0.006
41,新北市,109/08/20,2020,8,四,18,N,0.0078
41,新北市,109/08/20,2020,8,四,19,N,0.0552
41,新北市,109/08/20,2020,8,四,20,N,0.01185
41,新北市,109/08/20,2020,8,四,22,N,0.5451
41,新北市,109/08/20,2020,8,四,23,N,0.53357
41,新北市,109/08/21,2020,8,五,0,N,0.52328
41,新北市,109/08/21,2020,8,五,1,N,0.51478
41,新北市,109/08/21,2020,8,五,2,N,0.51128
41,新北市,109/08/21,2020,8,五,3,N,0.41353
41,新北市,109/08/21,2020,8,五,4,N,0.3506
41,新北市,109/08/21,2020,8,五,5,N,0.3589
41,新北市,109/08/21,2020,8,五,6,N,0.36223
41,新北市,109/08/21,2020,8,五,7,N,0.36545
41,新北市,109/08/21,2020,8,五,8,N,0.37378
41,新北市,109/08/21,2020,8,五,9,N,0.0303
41,新北市,109/08/21,2020,8,五,10,N,0.00907
41,新北市,109/08/21,2020,8,五,11,N,0.00688
41,新北市,109/08/21,2020,8,五,12,N,0.00603
41,新北市,109/08/21,2020,8,五,13,N,0.00598
41,新北市,109/08/21,2020,8,五,14,N,0.00688
41,新北市,109/08/21,2020,8,五,15,N,0.00615
41,新北市,109/08/21,2020,8,五,16,N,0.00603
41,新北市,109/08/21,2020,8,五,17,N,0.00615
41,新北市,109/08/21,2020,8,五,19,N,0.02338
41,新北市,109/08/21,2020,8,五,20,N,0.0213
41,新北市,109/08/21,2020,8,五,21,N,0.01405
41,新北市,109/08/21,2020,8,五,22,N,0.0122
