fcustomerid,county,Date,Year,Month,Week,Hour,Holiday,KWH_A
16,台北市,109/12/06,2020,12,日,21,Y,0.1368
16,台北市,109/12/06,2020,12,日,22,Y,0.28503
16,台北市,109/12/06,2020,12,日,23,Y,0.29108
16,台北市,109/12/07,2020,12,一,0,N,0.08855
16,台北市,109/12/07,2020,12,一,1,N,0.05
16,台北市,109/12/07,2020,12,一,2,N,0.046
16,台北市,109/12/07,2020,12,一,3,N,0.04703
16,台北市,109/12/07,2020,12,一,4,N,0.04688
16,台北市,109/12/07,2020,12,一,5,N,0.04583
16,台北市,109/12/07,2020,12,一,6,N,0.07628
16,台北市,109/12/07,2020,12,一,7,N,0.13363
16,台北市,109/12/07,2020,12,一,8,N,0.0744
16,台北市,109/12/07,2020,12,一,9,N,0.05058
16,台北市,109/12/07,2020,12,一,10,N,0.0564
16,台北市,109/12/07,2020,12,一,11,N,0.07785
16,台北市,109/12/07,2020,12,一,12,N,0.07533
16,台北市,109/12/07,2020,12,一,13,N,0.0824
16,台北市,109/12/07,2020,12,一,14,N,0.04923
16,台北市,109/12/07,2020,12,一,15,N,0.05535
16,台北市,109/12/07,2020,12,一,16,N,0.07453
16,台北市,109/12/07,2020,12,一,17,N,0.0857
16,台北市,109/12/07,2020,12,一,18,N,0.12753
16,台北市,109/12/07,2020,12,一,19,N,0.11815
16,台北市,109/12/07,2020,12,一,20,N,0.1953
16,台北市,109/12/07,2020,12,一,21,N,0.26225
16,台北市,109/12/07,2020,12,一,22,N,0.2818
16,台北市,109/12/07,2020,12,一,23,N,0.07883
16,台北市,109/12/08,2020,12,二,0,N,0.05193
16,台北市,109/12/08,2020,12,二,1,N,0.0512
16,台北市,109/12/08,2020,12,二,2,N,0.0493
16,台北市,109/12/08,2020,12,二,3,N,0.05148
16,台北市,109/12/08,2020,12,二,4,N,0.05068
16,台北市,109/12/08,2020,12,二,5,N,0.05053
16,台北市,109/12/08,2020,12,二,6,N,0.06645
16,台北市,109/12/08,2020,12,二,7,N,0.12795
16,台北市,109/12/08,2020,12,二,8,N,0.07845
16,台北市,109/12/08,2020,12,二,9,N,0.05448
16,台北市,109/12/08,2020,12,二,10,N,0.05185
16,台北市,109/12/08,2020,12,二,11,N,0.05083
16,台北市,109/12/08,2020,12,二,12,N,0.05703
16,台北市,109/12/08,2020,12,二,13,N,0.0857
16,台北市,109/12/08,2020,12,二,14,N,0.04403
16,台北市,109/12/08,2020,12,二,15,N,0.04388
16,台北市,109/12/08,2020,12,二,16,N,0.04393
16,台北市,109/12/08,2020,12,二,17,N,0.0431
16,台北市,109/12/08,2020,12,二,18,N,0.3944
16,台北市,109/12/08,2020,12,二,19,N,0.3469
16,台北市,109/12/08,2020,12,二,20,N,0.31773
16,台北市,109/12/08,2020,12,二,21,N,0.27195
16,台北市,109/12/08,2020,12,二,22,N,0.12473
16,台北市,109/12/08,2020,12,二,23,N,0.10338
16,台北市,109/12/09,2020,12,三,0,N,0.05708
16,台北市,109/12/09,2020,12,三,1,N,0.05258
16,台北市,109/12/09,2020,12,三,2,N,0.05023
16,台北市,109/12/09,2020,12,三,3,N,0.05293
16,台北市,109/12/09,2020,12,三,4,N,0.05278
16,台北市,109/12/09,2020,12,三,5,N,0.05183
16,台北市,109/12/09,2020,12,三,6,N,0.0657
16,台北市,109/12/09,2020,12,三,7,N,0.10093
16,台北市,109/12/09,2020,12,三,8,N,0.07055
