fcustomerid,county,Date,Year,Month,Week,Hour,Holiday,KWH_A
34,新北市,109/10/19,2020,10,一,16,N,0.13767
34,新北市,109/10/19,2020,10,一,17,N,0.19093
34,新北市,109/10/19,2020,10,一,18,N,0.17785
34,新北市,109/10/19,2020,10,一,19,N,0.2261
34,新北市,109/10/19,2020,10,一,20,N,0.18403
34,新北市,109/10/19,2020,10,一,21,N,0.13035
34,新北市,109/10/19,2020,10,一,22,N,0.1072
34,新北市,109/10/19,2020,10,一,23,N,0.07707
34,新北市,109/10/20,2020,10,二,0,N,0.07618
34,新北市,109/10/20,2020,10,二,1,N,0.07545
34,新北市,109/10/20,2020,10,二,2,N,0.07538
34,新北市,109/10/20,2020,10,二,3,N,0.14868
34,新北市,109/10/20,2020,10,二,4,N,0.1185
34,新北市,109/10/20,2020,10,二,5,N,0.0959
34,新北市,109/10/20,2020,10,二,6,N,0.12298
34,新北市,109/10/20,2020,10,二,7,N,0.11435
34,新北市,109/10/20,2020,10,二,8,N,0.08803
34,新北市,109/10/20,2020,10,二,9,N,0.0779
34,新北市,109/10/20,2020,10,二,10,N,0.05975
34,新北市,109/10/20,2020,10,二,11,N,0.07398
34,新北市,109/10/20,2020,10,二,12,N,0.1126
34,新北市,109/10/20,2020,10,二,13,N,0.10485
34,新北市,109/10/20,2020,10,二,14,N,0.11393
34,新北市,109/10/20,2020,10,二,15,N,0.08353
34,新北市,109/10/20,2020,10,二,16,N,0.19543
34,新北市,109/10/20,2020,10,二,17,N,0.1361
34,新北市,109/10/20,2020,10,二,18,N,0.14203
34,新北市,109/10/20,2020,10,二,19,N,0.1785
34,新北市,109/10/20,2020,10,二,20,N,0.16733
34,新北市,109/10/20,2020,10,二,21,N,0.1358
34,新北市,109/10/20,2020,10,二,22,N,0.1165
34,新北市,109/10/20,2020,10,二,23,N,0.1147
34,新北市,109/10/21,2020,10,三,0,N,0.0733
34,新北市,109/10/21,2020,10,三,1,N,0.08098
34,新北市,109/10/21,2020,10,三,2,N,0.08288
34,新北市,109/10/21,2020,10,三,3,N,0.15883
34,新北市,109/10/21,2020,10,三,4,N,0.0928
34,新北市,109/10/21,2020,10,三,5,N,0.15898
34,新北市,109/10/21,2020,10,三,6,N,0.1098
34,新北市,109/10/21,2020,10,三,7,N,0.10538
34,新北市,109/10/21,2020,10,三,8,N,0.08213
34,新北市,109/10/21,2020,10,三,9,N,0.0711
34,新北市,109/10/21,2020,10,三,10,N,0.0822
34,新北市,109/10/21,2020,10,三,11,N,0.07863
34,新北市,109/10/21,2020,10,三,12,N,0.08083
34,新北市,109/10/21,2020,10,三,13,N,0.0806
34,新北市,109/10/21,2020,10,三,15,N,0.0978
34,新北市,109/10/21,2020,10,三,16,N,0.12555
34,新北市,109/10/21,2020,10,三,17,N,0.1386
34,新北市,109/10/21,2020,10,三,18,N,0.1622
34,新北市,109/10/21,2020,10,三,19,N,0.1238
34,新北市,109/10/21,2020,10,三,20,N,0.1835
34,新北市,109/10/21,2020,10,三,21,N,0.15205
34,新北市,109/10/21,2020,10,三,22,N,0.12333
34,新北市,109/10/21,2020,10,三,23,N,0.10325
34,新北市,109/10/22,2020,10,四,0,N,0.0857
34,新北市,109/10/22,2020,10,四,1,N,0.0782
34,新北市,109/10/22,2020,10,四,2,N,0.07688
34,新北市,109/10/22,2020,10,四,3,N,0.15773
34,新北市,109/10/22,2020,10,四,4,N,0.09355
34,新北市,109/10/22,2020,10,四,5,N,0.16835
34,新北市,109/10/22,2020,10,四,6,N,0.133
34,新北市,109/10/22,2020,10,四,7,N,0.08973
34,新北市,109/10/22,2020,10,四,8,N,0.08003
34,新北市,109/10/22,2020,10,四,9,N,0.08573
34,新北市,109/10/22,2020,10,四,10,N,0.08973
34,新北市,109/10/22,2020,10,四,11,N,0.13178
34,新北市,109/10/22,2020,10,四,12,N,0.12803
34,新北市,109/10/22,2020,10,四,13,N,0.12803
34,新北市,109/10/22,2020,10,四,14,N,0.13378
34,新北市,109/10/22,2020,10,四,15,N,0.17068
34,新北市,109/10/22,2020,10,四,16,N,0.10858
34,新北市,109/10/22,2020,10,四,17,N,0.12855
34,新北市,109/10/22,2020,10,四,18,N,0.16953
34,新北市,109/10/22,2020,10,四,19,N,0.16838
34,新北市,109/10/22,2020,10,四,20,N,0.2384
34,新北市,109/10/22,2020,10,四,21,N,0.14883
34,新北市,109/10/22,2020,10,四,22,N,0.1354
34,新北市,109/10/22,2020,10,四,23,N,0.09203
34,新北市,109/10/23,2020,10,五,0,N,0.0768
34,新北市,109/10/24,2020,10,六,5,Y,0.1718
34,新北市,109/10/24,2020,10,六,6,Y,0.08008
34,新北市,109/10/24,2020,10,六,7,Y,0.07198
34,新北市,109/10/24,2020,10,六,8,Y,0.06908
34,新北市,109/10/24,2020,10,六,9,Y,0.18275
34,新北市,109/10/24,2020,10,六,10,Y,0.1248
34,新北市,109/10/24,2020,10,六,11,Y,0.11413
34,新北市,109/10/24,2020,10,六,12,Y,0.12445
34,新北市,109/10/24,2020,10,六,13,Y,0.11148
34,新北市,109/10/24,2020,10,六,14,Y,0.11998
34,新北市,109/10/24,2020,10,六,15,Y,0.0909
34,新北市,109/10/24,2020,10,六,16,Y,0.18287
34,新北市,109/10/24,2020,10,六,18,Y,0.2271
34,新北市,109/10/24,2020,10,六,21,Y,0.22008
34,新北市,109/10/24,2020,10,六,22,Y,0.1182
34,新北市,109/10/24,2020,10,六,23,Y,0.10633
34,新北市,109/10/25,2020,10,日,0,Y,0.07765
34,新北市,109/10/25,2020,10,日,1,Y,0.07498
34,新北市,109/10/25,2020,10,日,2,Y,0.058
34,新北市,109/10/25,2020,10,日,3,Y,0.15473
34,新北市,109/10/25,2020,10,日,4,Y,0.0886
34,新北市,109/10/25,2020,10,日,5,Y,0.09878
34,新北市,109/10/25,2020,10,日,6,Y,0.08185
34,新北市,109/10/25,2020,10,日,7,Y,0.07893
34,新北市,109/10/25,2020,10,日,8,Y,0.08578
34,新北市,109/10/25,2020,10,日,9,Y,0.09355
34,新北市,109/10/25,2020,10,日,10,Y,0.12315
34,新北市,109/10/25,2020,10,日,11,Y,0.18445
34,新北市,109/10/25,2020,10,日,12,Y,0.14238
34,新北市,109/10/25,2020,10,日,13,Y,0.11435
34,新北市,109/10/25,2020,10,日,14,Y,0.09723
34,新北市,109/10/25,2020,10,日,15,Y,0.0872
34,新北市,109/10/25,2020,10,日,16,Y,0.11103
34,新北市,109/10/25,2020,10,日,17,Y,0.13333
34,新北市,109/10/25,2020,10,日,18,Y,0.13883
34,新北市,109/10/25,2020,10,日,19,Y,0.20713
34,新北市,109/10/25,2020,10,日,20,Y,0.19323
34,新北市,109/10/25,2020,10,日,21,Y,0.12803
34,新北市,109/10/25,2020,10,日,22,Y,0.12903
34,新北市,109/10/25,2020,10,日,23,Y,0.09813
34,新北市,109/10/26,2020,10,一,0,N,0.078
34,新北市,109/10/26,2020,10,一,1,N,0.07658
34,新北市,109/10/26,2020,10,一,2,N,0.07585
34,新北市,109/10/26,2020,10,一,3,N,0.15475
34,新北市,109/10/26,2020,10,一,4,N,0.09153
34,新北市,109/10/26,2020,10,一,5,N,0.2627
34,新北市,109/10/30,2020,10,五,4,N,0.0977
34,新北市,109/10/30,2020,10,五,5,N,0.10088
34,新北市,109/10/30,2020,10,五,6,N,0.1103
34,新北市,109/10/30,2020,10,五,7,N,0.09925
34,新北市,109/10/30,2020,10,五,8,N,0.08943
34,新北市,109/10/30,2020,10,五,9,N,0.07175
34,新北市,109/10/30,2020,10,五,10,N,0.0713
34,新北市,109/10/30,2020,10,五,11,N,0.12458
34,新北市,109/10/30,2020,10,五,12,N,0.09698
34,新北市,109/10/30,2020,10,五,13,N,0.1221
34,新北市,109/10/30,2020,10,五,14,N,0.12663
34,新北市,109/10/30,2020,10,五,15,N,0.11563
34,新北市,109/10/30,2020,10,五,16,N,0.11833
34,新北市,109/10/30,2020,10,五,17,N,0.14813
34,新北市,109/10/30,2020,10,五,18,N,0.16353
34,新北市,109/10/30,2020,10,五,19,N,0.18018
34,新北市,109/10/30,2020,10,五,20,N,0.15045
34,新北市,109/10/30,2020,10,五,21,N,0.11608
34,新北市,109/10/30,2020,10,五,22,N,0.12395
34,新北市,109/10/30,2020,10,五,23,N,0.1653
34,新北市,109/10/31,2020,10,六,0,Y,0.13125
34,新北市,109/10/31,2020,10,六,1,Y,0.07433
34,新北市,109/10/31,2020,10,六,2,Y,0.07055
34,新北市,109/10/31,2020,10,六,3,Y,0.14688
34,新北市,109/10/31,2020,10,六,4,Y,0.0869
34,新北市,109/10/31,2020,10,六,5,Y,0.0598
34,新北市,109/10/31,2020,10,六,6,Y,0.09813
34,新北市,109/10/31,2020,10,六,7,Y,0.06415
34,新北市,109/10/31,2020,10,六,8,Y,0.0756
34,新北市,109/10/31,2020,10,六,9,Y,0.1337
34,新北市,109/10/31,2020,10,六,10,Y,0.11333
34,新北市,109/10/31,2020,10,六,11,Y,0.1928
34,新北市,109/10/31,2020,10,六,12,Y,0.1451
34,新北市,109/10/31,2020,10,六,13,Y,0.1956
34,新北市,109/10/31,2020,10,六,14,Y,0.08733
34,新北市,109/10/31,2020,10,六,15,Y,0.10585
34,新北市,109/10/31,2020,10,六,16,Y,0.15713
34,新北市,109/10/31,2020,10,六,17,Y,0.1597
34,新北市,109/10/31,2020,10,六,18,Y,0.1403
34,新北市,109/10/31,2020,10,六,19,Y,0.19478
34,新北市,109/10/31,2020,10,六,20,Y,0.12788
34,新北市,109/10/31,2020,10,六,21,Y,0.1119
34,新北市,109/10/31,2020,10,六,22,Y,0.1106
34,新北市,109/10/31,2020,10,六,23,Y,0.10948
34,新北市,109/11/01,2020,11,日,0,Y,0.0805
34,新北市,109/11/01,2020,11,日,1,Y,0.07165
34,新北市,109/11/01,2020,11,日,2,Y,0.07203
34,新北市,109/11/01,2020,11,日,3,Y,0.15458
34,新北市,109/11/01,2020,11,日,4,Y,0.08875
34,新北市,109/11/01,2020,11,日,5,Y,0.0914
34,新北市,109/11/01,2020,11,日,6,Y,0.08413
34,新北市,109/11/01,2020,11,日,7,Y,0.08555
34,新北市,109/11/01,2020,11,日,8,Y,0.0581
34,新北市,109/11/01,2020,11,日,9,Y,0.0958
34,新北市,109/11/01,2020,11,日,10,Y,0.09445
34,新北市,109/11/01,2020,11,日,11,Y,0.12905
34,新北市,109/11/01,2020,11,日,12,Y,0.1441
34,新北市,109/11/01,2020,11,日,13,Y,0.15465
34,新北市,109/11/01,2020,11,日,14,Y,0.11163
34,新北市,109/11/01,2020,11,日,15,Y,0.07793
34,新北市,109/11/01,2020,11,日,16,Y,0.0775
34,新北市,109/11/01,2020,11,日,17,Y,0.07663
34,新北市,109/11/01,2020,11,日,18,Y,0.09888
34,新北市,109/11/01,2020,11,日,19,Y,0.25288
34,新北市,109/11/01,2020,11,日,20,Y,0.22278
34,新北市,109/11/01,2020,11,日,21,Y,0.11873
34,新北市,109/11/01,2020,11,日,22,Y,0.12418
34,新北市,109/11/01,2020,11,日,23,Y,0.07815
34,新北市,109/11/02,2020,11,一,0,N,0.07458
